Time,bid,ask
4.509220000000059372e+02,4.019000000000000000e+03,4.022000000000000000e+03
4.524210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
4.524210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
4.536720000000059372e+02,4.019000000000000000e+03,4.020000000000000000e+03
4.536720000000059372e+02,4.018000000000000000e+03,4.021000000000000000e+03
4.549210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
4.549210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
4.561720000000059372e+02,4.017000000000000000e+03,4.018000000000000000e+03
4.561720000000059372e+02,4.016000000000000000e+03,4.019000000000000000e+03
4.576710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
4.576710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.589220000000059372e+02,4.013000000000000000e+03,4.016000000000000000e+03
4.589220000000059372e+02,4.014000000000000000e+03,4.015000000000000000e+03
4.604220000000059372e+02,4.013000000000000000e+03,4.014000000000000000e+03
4.604220000000059372e+02,4.012000000000000000e+03,4.015000000000000000e+03
4.619210000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
4.619210000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
4.631710000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
4.631710000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
4.646710000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
4.646710000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
4.661710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.661710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.674210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.674210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.686710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.686710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.699210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.699210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
4.711710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.711710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
4.724210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.724210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
4.739229999999952270e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.739229999999952270e+02,4.014000000000000000e+03,4.017000000000000000e+03
4.754220000000059372e+02,4.014000000000000000e+03,4.015000000000000000e+03
4.754220000000059372e+02,4.013000000000000000e+03,4.016000000000000000e+03
4.769210000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
4.769210000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
4.784210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.784210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.796710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.796710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.811710000000020955e+02,4.017000000000000000e+03,4.018000000000000000e+03
4.811710000000020955e+02,4.016000000000000000e+03,4.019000000000000000e+03
4.824210000000020955e+02,4.017000000000000000e+03,4.018000000000000000e+03
4.824210000000020955e+02,4.016000000000000000e+03,4.019000000000000000e+03
4.839199999999982538e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.839199999999982538e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.851720000000059372e+02,4.016000000000000000e+03,4.019000000000000000e+03
4.851720000000059372e+02,4.017000000000000000e+03,4.018000000000000000e+03
4.866710000000020955e+02,4.016000000000000000e+03,4.019000000000000000e+03
4.866710000000020955e+02,4.017000000000000000e+03,4.018000000000000000e+03
4.881710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
4.881710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
4.896710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
4.896710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
4.911710000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
4.911710000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
4.924220000000059372e+02,4.020000000000000000e+03,4.021000000000000000e+03
4.924220000000059372e+02,4.019000000000000000e+03,4.022000000000000000e+03
4.939210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
4.939210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
4.954220000000059372e+02,4.018000000000000000e+03,4.019000000000000000e+03
4.954220000000059372e+02,4.017000000000000000e+03,4.020000000000000000e+03
4.969210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
4.969210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
4.984210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
4.984210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
4.999199999999982538e+02,4.015000000000000000e+03,4.016000000000000000e+03
4.999199999999982538e+02,4.014000000000000000e+03,4.017000000000000000e+03
5.011710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
5.011710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
5.024220000000059372e+02,4.015000000000000000e+03,4.017000000000000000e+03
5.024220000000059372e+02,4.014000000000000000e+03,4.018000000000000000e+03
5.039210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
5.039210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
5.054210000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
5.054210000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
5.069220000000059372e+02,4.012000000000000000e+03,4.015000000000000000e+03
5.069220000000059372e+02,4.013000000000000000e+03,4.014000000000000000e+03
5.084210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
5.084210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
5.096710000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
5.096710000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
5.111720000000059372e+02,4.013000000000000000e+03,4.014000000000000000e+03
5.111720000000059372e+02,4.012000000000000000e+03,4.015000000000000000e+03
5.126710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
5.126710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
5.139199999999982538e+02,4.013000000000000000e+03,4.014000000000000000e+03
5.139199999999982538e+02,4.012000000000000000e+03,4.015000000000000000e+03
5.151710000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
5.151710000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
5.164210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
5.164210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
5.176710000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
5.176710000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
5.189210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
5.189210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
5.204210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
5.204210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
5.219220000000059372e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.219220000000059372e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.234199999999982538e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.234210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.249210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.249210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.261710000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.261710000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.276710000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.276710000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.291739999999990687e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.291739999999990687e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.306710000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.306710000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.319220000000059372e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.319229999999952270e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.334210000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.334210000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.349210000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.349210000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.364210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.364210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.376699999999982538e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.376699999999982538e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.389220000000059372e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.389220000000059372e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.404210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.404210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.419210000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.419210000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.431710000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.431710000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.446710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.446710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.459210000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.459210000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.471710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.471710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.486710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.486710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.501710000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.501710000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.514210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.514210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.526720000000059372e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.526720000000059372e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.541710000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.541710000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.554210000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.554210000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.569210000000020955e+02,4.025000000000000000e+03,4.026000000000000000e+03
5.569210000000020955e+02,4.024000000000000000e+03,4.027000000000000000e+03
5.584210000000020955e+02,4.024000000000000000e+03,4.025000000000000000e+03
5.584210000000020955e+02,4.023000000000000000e+03,4.026000000000000000e+03
5.599210000000020955e+02,4.024000000000000000e+03,4.025000000000000000e+03
5.599210000000020955e+02,4.023000000000000000e+03,4.026000000000000000e+03
5.614210000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.614210000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.629210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.629210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.644210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.644210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.656710000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.656710000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.669220000000059372e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.669220000000059372e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.684210000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.684210000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.696720000000059372e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.696720000000059372e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.709210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.709210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.721710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.721710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.736710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.736710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.749220000000059372e+02,4.023000000000000000e+03,4.026000000000000000e+03
5.749220000000059372e+02,4.024000000000000000e+03,4.025000000000000000e+03
5.764220000000059372e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.764220000000059372e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.779199999999982538e+02,4.023000000000000000e+03,4.024000000000000000e+03
5.779199999999982538e+02,4.022000000000000000e+03,4.025000000000000000e+03
5.794210000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
5.794210000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
5.809210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
5.809210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
5.824210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.824210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.839210000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.839210000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.854199999999982538e+02,4.020000000000000000e+03,4.021000000000000000e+03
5.854199999999982538e+02,4.019000000000000000e+03,4.022000000000000000e+03
5.866710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.866710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.879220000000059372e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.879220000000059372e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.894210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.894210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.906710000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.906710000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.919210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.919210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.931710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
5.931710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
5.946720000000059372e+02,4.017000000000000000e+03,4.019000000000000000e+03
5.946720000000059372e+02,4.016000000000000000e+03,4.020000000000000000e+03
5.961720000000059372e+02,4.017000000000000000e+03,4.018000000000000000e+03
5.961720000000059372e+02,4.016000000000000000e+03,4.019000000000000000e+03
5.976710000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
5.976710000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
5.991710000000020955e+02,4.017000000000000000e+03,4.018000000000000000e+03
5.991710000000020955e+02,4.016000000000000000e+03,4.019000000000000000e+03
6.004210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
6.004210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
6.016710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
6.016710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
6.029220000000059372e+02,4.017000000000000000e+03,4.020000000000000000e+03
6.029220000000059372e+02,4.018000000000000000e+03,4.019000000000000000e+03
6.044210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
6.044210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
6.059210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
6.059210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
6.071729999999952270e+02,4.021000000000000000e+03,4.022000000000000000e+03
6.071729999999952270e+02,4.020000000000000000e+03,4.023000000000000000e+03
6.086710000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
6.086710000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
6.101710000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
6.101710000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
6.114210000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
6.114210000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
6.129210000000020955e+02,4.023000000000000000e+03,4.024000000000000000e+03
6.129210000000020955e+02,4.022000000000000000e+03,4.025000000000000000e+03
6.141710000000020955e+02,4.023000000000000000e+03,4.026000000000000000e+03
6.141710000000020955e+02,4.024000000000000000e+03,4.025000000000000000e+03
6.154210000000020955e+02,4.025000000000000000e+03,4.026000000000000000e+03
6.154210000000020955e+02,4.024000000000000000e+03,4.027000000000000000e+03
6.169210000000020955e+02,4.026000000000000000e+03,4.027000000000000000e+03
6.169210000000020955e+02,4.025000000000000000e+03,4.028000000000000000e+03
6.184210000000020955e+02,4.027000000000000000e+03,4.028000000000000000e+03
6.184210000000020955e+02,4.026000000000000000e+03,4.029000000000000000e+03
6.199210000000020955e+02,4.027000000000000000e+03,4.028000000000000000e+03
6.199210000000020955e+02,4.026000000000000000e+03,4.029000000000000000e+03
6.214220000000059372e+02,4.027000000000000000e+03,4.028000000000000000e+03
6.214220000000059372e+02,4.026000000000000000e+03,4.029000000000000000e+03
6.229199999999982538e+02,4.027000000000000000e+03,4.030000000000000000e+03
6.229199999999982538e+02,4.028000000000000000e+03,4.029000000000000000e+03
6.241710000000020955e+02,4.027000000000000000e+03,4.028000000000000000e+03
6.241710000000020955e+02,4.026000000000000000e+03,4.029000000000000000e+03
6.254210000000020955e+02,4.029000000000000000e+03,4.030000000000000000e+03
6.254210000000020955e+02,4.028000000000000000e+03,4.031000000000000000e+03
6.269210000000020955e+02,4.030000000000000000e+03,4.031000000000000000e+03
6.269210000000020955e+02,4.029000000000000000e+03,4.032000000000000000e+03
6.281710000000020955e+02,4.031000000000000000e+03,4.032000000000000000e+03
6.281710000000020955e+02,4.030000000000000000e+03,4.033000000000000000e+03
6.294210000000020955e+02,4.031000000000000000e+03,4.032000000000000000e+03
6.294210000000020955e+02,4.030000000000000000e+03,4.033000000000000000e+03
6.309210000000020955e+02,4.034000000000000000e+03,4.035000000000000000e+03
6.309210000000020955e+02,4.033000000000000000e+03,4.036000000000000000e+03
6.321710000000020955e+02,4.035000000000000000e+03,4.038000000000000000e+03
6.321710000000020955e+02,4.036000000000000000e+03,4.037000000000000000e+03
6.334210000000020955e+02,4.033000000000000000e+03,4.034000000000000000e+03
6.334210000000020955e+02,4.032000000000000000e+03,4.035000000000000000e+03
6.349210000000020955e+02,4.034000000000000000e+03,4.035000000000000000e+03
6.349210000000020955e+02,4.033000000000000000e+03,4.036000000000000000e+03
6.361710000000020955e+02,4.035000000000000000e+03,4.036000000000000000e+03
6.361710000000020955e+02,4.034000000000000000e+03,4.037000000000000000e+03
6.376710000000020955e+02,4.036000000000000000e+03,4.037000000000000000e+03
6.376710000000020955e+02,4.035000000000000000e+03,4.038000000000000000e+03
6.391710000000020955e+02,4.035000000000000000e+03,4.036000000000000000e+03
6.391710000000020955e+02,4.034000000000000000e+03,4.037000000000000000e+03
6.404220000000059372e+02,4.036000000000000000e+03,4.039000000000000000e+03
6.404220000000059372e+02,4.037000000000000000e+03,4.038000000000000000e+03
6.419210000000020955e+02,4.036000000000000000e+03,4.039000000000000000e+03
6.419210000000020955e+02,4.037000000000000000e+03,4.038000000000000000e+03
6.434220000000059372e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.434220000000059372e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.449210000000020955e+02,4.039000000000000000e+03,4.040000000000000000e+03
6.449210000000020955e+02,4.038000000000000000e+03,4.041000000000000000e+03
6.464220000000059372e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.464220000000059372e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.479210000000020955e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.479210000000020955e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.494210000000020955e+02,4.039000000000000000e+03,4.040000000000000000e+03
6.494210000000020955e+02,4.038000000000000000e+03,4.041000000000000000e+03
6.506710000000020955e+02,4.037000000000000000e+03,4.038000000000000000e+03
6.506710000000020955e+02,4.036000000000000000e+03,4.039000000000000000e+03
6.521710000000020955e+02,4.035000000000000000e+03,4.038000000000000000e+03
6.521710000000020955e+02,4.036000000000000000e+03,4.037000000000000000e+03
6.536710000000020955e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.536710000000020955e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.551710000000020955e+02,4.038000000000000000e+03,4.040000000000000000e+03
6.551710000000020955e+02,4.037000000000000000e+03,4.041000000000000000e+03
6.566710000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.566710000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.579199999999982538e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.579210000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.591710000000020955e+02,4.040000000000000000e+03,4.041000000000000000e+03
6.591710000000020955e+02,4.039000000000000000e+03,4.042000000000000000e+03
6.604220000000059372e+02,4.040000000000000000e+03,4.041000000000000000e+03
6.604220000000059372e+02,4.039000000000000000e+03,4.042000000000000000e+03
6.619210000000020955e+02,4.038000000000000000e+03,4.041000000000000000e+03
6.619210000000020955e+02,4.039000000000000000e+03,4.040000000000000000e+03
6.634210000000020955e+02,4.039000000000000000e+03,4.040000000000000000e+03
6.634210000000020955e+02,4.038000000000000000e+03,4.041000000000000000e+03
6.646710000000020955e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.646710000000020955e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.661710000000020955e+02,4.037000000000000000e+03,4.038000000000000000e+03
6.661710000000020955e+02,4.036000000000000000e+03,4.039000000000000000e+03
6.676710000000020955e+02,4.038000000000000000e+03,4.039000000000000000e+03
6.676710000000020955e+02,4.037000000000000000e+03,4.040000000000000000e+03
6.691710000000020955e+02,4.037000000000000000e+03,4.038000000000000000e+03
6.691710000000020955e+02,4.036000000000000000e+03,4.039000000000000000e+03
6.704210000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.704210000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.719210000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.719210000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.734199999999982538e+02,4.042000000000000000e+03,4.043000000000000000e+03
6.734210000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
6.746710000000020955e+02,4.042000000000000000e+03,4.043000000000000000e+03
6.746710000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
6.761710000000020955e+02,4.043000000000000000e+03,4.044000000000000000e+03
6.761710000000020955e+02,4.042000000000000000e+03,4.045000000000000000e+03
6.774210000000020955e+02,4.042000000000000000e+03,4.043000000000000000e+03
6.774210000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
6.786710000000020955e+02,4.045000000000000000e+03,4.046000000000000000e+03
6.786710000000020955e+02,4.044000000000000000e+03,4.047000000000000000e+03
6.801710000000020955e+02,4.044000000000000000e+03,4.047000000000000000e+03
6.801710000000020955e+02,4.045000000000000000e+03,4.046000000000000000e+03
6.814210000000020955e+02,4.043000000000000000e+03,4.044000000000000000e+03
6.814210000000020955e+02,4.042000000000000000e+03,4.045000000000000000e+03
6.829210000000020955e+02,4.046000000000000000e+03,4.047000000000000000e+03
6.829210000000020955e+02,4.045000000000000000e+03,4.048000000000000000e+03
6.844210000000020955e+02,4.047000000000000000e+03,4.048000000000000000e+03
6.844210000000020955e+02,4.046000000000000000e+03,4.049000000000000000e+03
6.859220000000059372e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.859220000000059372e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.874210000000020955e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.874220000000059372e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.889210000000020955e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.889210000000020955e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.904210000000020955e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.904210000000020955e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.919210000000020955e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.919210000000020955e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.931710000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.931710000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.946710000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
6.946710000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
6.959210000000020955e+02,4.042000000000000000e+03,4.043000000000000000e+03
6.959210000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
6.974220000000059372e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.974220000000059372e+02,4.043000000000000000e+03,4.046000000000000000e+03
6.989210000000020955e+02,4.044000000000000000e+03,4.045000000000000000e+03
6.989210000000020955e+02,4.043000000000000000e+03,4.046000000000000000e+03
7.001710000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
7.001710000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
7.014210000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
7.014210000000020955e+02,4.042000000000000000e+03,4.043000000000000000e+03
7.029220000000059372e+02,4.043000000000000000e+03,4.044000000000000000e+03
7.029220000000059372e+02,4.042000000000000000e+03,4.045000000000000000e+03
7.044220000000059372e+02,4.042000000000000000e+03,4.043000000000000000e+03
7.044220000000059372e+02,4.041000000000000000e+03,4.044000000000000000e+03
7.059210000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
7.059210000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
7.074220000000059372e+02,4.042000000000000000e+03,4.043000000000000000e+03
7.074220000000059372e+02,4.041000000000000000e+03,4.044000000000000000e+03
7.089229999999952270e+02,4.042000000000000000e+03,4.043000000000000000e+03
7.089229999999952270e+02,4.041000000000000000e+03,4.044000000000000000e+03
7.104210000000020955e+02,4.042000000000000000e+03,4.043000000000000000e+03
7.104210000000020955e+02,4.041000000000000000e+03,4.044000000000000000e+03
7.119210000000020955e+02,4.039000000000000000e+03,4.042000000000000000e+03
7.119210000000020955e+02,4.040000000000000000e+03,4.041000000000000000e+03
7.134229999999952270e+02,4.039000000000000000e+03,4.040000000000000000e+03
7.134229999999952270e+02,4.038000000000000000e+03,4.041000000000000000e+03
7.149210000000020955e+02,4.040000000000000000e+03,4.041000000000000000e+03
7.149210000000020955e+02,4.039000000000000000e+03,4.042000000000000000e+03
7.164220000000059372e+02,4.040000000000000000e+03,4.041000000000000000e+03
7.164220000000059372e+02,4.039000000000000000e+03,4.042000000000000000e+03
7.179210000000020955e+02,4.041000000000000000e+03,4.042000000000000000e+03
7.179210000000020955e+02,4.040000000000000000e+03,4.043000000000000000e+03
7.194210000000020955e+02,4.040000000000000000e+03,4.041000000000000000e+03
7.194220000000059372e+02,4.039000000000000000e+03,4.042000000000000000e+03
7.209199999999982538e+02,4.041000000000000000e+03,4.042000000000000000e+03
7.209199999999982538e+02,4.040000000000000000e+03,4.043000000000000000e+03
7.221720000000059372e+02,4.038000000000000000e+03,4.041000000000000000e+03
7.221720000000059372e+02,4.039000000000000000e+03,4.040000000000000000e+03
7.236699999999982538e+02,4.045000000000000000e+03,4.046000000000000000e+03
